Category,Month,Value,Year,Source
Interface com educação,DEZ,39.0,2021,LEM_2021.xlsx
Interface com judiciário,DEZ,6.0,2021,LEM_2021.xlsx
Interface com rede socioassistencial,DEZ,12.0,2021,LEM_2021.xlsx
Interface com saúde,DEZ,10.0,2021,LEM_2021.xlsx
Internações,DEZ,0.0,2021,LEM_2021.xlsx
Novos ingressos,DEZ,1.0,2021,LEM_2021.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",DEZ,0.0,2021,LEM_2021.xlsx
PIAS / Relatórios,DEZ,8.0,2021,LEM_2021.xlsx
PROFISSIONALIZAÇÃO,DEZ,,2021,LEM_2021.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",DEZ,7.0,2021,LEM_2021.xlsx
SAÚDE,DEZ,,2021,LEM_2021.xlsx
SCFV,DEZ,,2021,LEM_2021.xlsx
Saude mental,DEZ,25.0,2021,LEM_2021.xlsx
Saúde Clínica,DEZ,12.0,2021,LEM_2021.xlsx
Transferências,DEZ,0.0,2021,LEM_2021.xlsx
Visitas Domiciliares,DEZ,0.0,2021,LEM_2021.xlsx
aguardando vaga,DEZ,0.0,2021,LEM_2021.xlsx
matriculados,DEZ,0.0,2021,LEM_2021.xlsx
,DEZ,,2021,LEM_2021.xlsx
Apadrinhamento afetivo,JAN,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,JAN,31.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,JAN,40.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,JAN,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,JAN,,2022,LEM_2022_1.xlsx
Desligamentos,JAN,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JAN,0.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,JAN,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,JAN,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,JAN,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,JAN,15.0,2022,LEM_2022_1.xlsx
Ensino EJA,JAN,,2022,LEM_2022_1.xlsx
Ensino infantil,JAN,,2022,LEM_2022_1.xlsx
Ensino regular,JAN,,2022,LEM_2022_1.xlsx
Evasão,JAN,2.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,JAN,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,JAN,0.0,2022,LEM_2022_1.xlsx
Interface com educação,JAN,9.0,2022,LEM_2022_1.xlsx
Interface com judiciário,JAN,8.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,JAN,10.0,2022,LEM_2022_1.xlsx
Interface com saúde,JAN,18.0,2022,LEM_2022_1.xlsx
Internações,JAN,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,JAN,0.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JAN,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,JAN,17.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,JAN,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JAN,6.0,2022,LEM_2022_1.xlsx
SAÚDE,JAN,,2022,LEM_2022_1.xlsx
SCFV,JAN,,2022,LEM_2022_1.xlsx
Saude mental,JAN,27.0,2022,LEM_2022_1.xlsx
Saúde Clínica,JAN,11.0,2022,LEM_2022_1.xlsx
Transferências,JAN,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,JAN,2.0,2022,LEM_2022_1.xlsx
aguardando vaga,JAN,0.0,2022,LEM_2022_1.xlsx
matriculados,JAN,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,FEV,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,FEV,6.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,FEV,28.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,FEV,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,FEV,,2022,LEM_2022_1.xlsx
Desligamentos,FEV,1.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),FEV,0.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,FEV,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,FEV,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,FEV,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,FEV,14.0,2022,LEM_2022_1.xlsx
Ensino EJA,FEV,,2022,LEM_2022_1.xlsx
Ensino infantil,FEV,,2022,LEM_2022_1.xlsx
Ensino regular,FEV,,2022,LEM_2022_1.xlsx
Evasão,FEV,1.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,FEV,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,FEV,2.0,2022,LEM_2022_1.xlsx
Interface com educação,FEV,3.0,2022,LEM_2022_1.xlsx
Interface com judiciário,FEV,2.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,FEV,15.0,2022,LEM_2022_1.xlsx
Interface com saúde,FEV,11.0,2022,LEM_2022_1.xlsx
Internações,FEV,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,FEV,0.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",FEV,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,FEV,5.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,FEV,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",FEV,4.0,2022,LEM_2022_1.xlsx
SAÚDE,FEV,,2022,LEM_2022_1.xlsx
SCFV,FEV,,2022,LEM_2022_1.xlsx
Saude mental,FEV,15.0,2022,LEM_2022_1.xlsx
Saúde Clínica,FEV,8.0,2022,LEM_2022_1.xlsx
Transferências,FEV,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,FEV,1.0,2022,LEM_2022_1.xlsx
aguardando vaga,FEV,0.0,2022,LEM_2022_1.xlsx
matriculados,FEV,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,MAR,12.0,2022,LEM_2022_1.xlsx
Atedimento familiar,MAR,27.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,MAR,41.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,MAR,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,MAR,,2022,LEM_2022_1.xlsx
Desligamentos,MAR,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),MAR,0.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,MAR,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,MAR,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,MAR,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,MAR,14.0,2022,LEM_2022_1.xlsx
Ensino EJA,MAR,,2022,LEM_2022_1.xlsx
Ensino infantil,MAR,,2022,LEM_2022_1.xlsx
Ensino regular,MAR,,2022,LEM_2022_1.xlsx
Evasão,MAR,0.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,MAR,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,MAR,0.0,2022,LEM_2022_1.xlsx
Interface com educação,MAR,39.0,2022,LEM_2022_1.xlsx
Interface com judiciário,MAR,10.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,MAR,12.0,2022,LEM_2022_1.xlsx
Interface com saúde,MAR,11.0,2022,LEM_2022_1.xlsx
Internações,MAR,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,MAR,1.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",MAR,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,MAR,8.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,MAR,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",MAR,7.0,2022,LEM_2022_1.xlsx
SAÚDE,MAR,,2022,LEM_2022_1.xlsx
SCFV,MAR,,2022,LEM_2022_1.xlsx
Saude mental,MAR,17.0,2022,LEM_2022_1.xlsx
Saúde Clínica,MAR,9.0,2022,LEM_2022_1.xlsx
Transferências,MAR,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,MAR,0.0,2022,LEM_2022_1.xlsx
aguardando vaga,MAR,0.0,2022,LEM_2022_1.xlsx
matriculados,MAR,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,ABR,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,ABR,5.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,ABR,10.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,ABR,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,ABR,,2022,LEM_2022_1.xlsx
Desligamentos,ABR,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),ABR,1.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,ABR,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,ABR,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,ABR,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,ABR,15.0,2022,LEM_2022_1.xlsx
Ensino EJA,ABR,,2022,LEM_2022_1.xlsx
Ensino infantil,ABR,,2022,LEM_2022_1.xlsx
Ensino regular,ABR,,2022,LEM_2022_1.xlsx
Evasão,ABR,0.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,ABR,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,ABR,0.0,2022,LEM_2022_1.xlsx
Interface com educação,ABR,10.0,2022,LEM_2022_1.xlsx
Interface com judiciário,ABR,5.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,ABR,7.0,2022,LEM_2022_1.xlsx
Interface com saúde,ABR,6.0,2022,LEM_2022_1.xlsx
Internações,ABR,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,ABR,1.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",ABR,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,ABR,3.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,ABR,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",ABR,3.0,2022,LEM_2022_1.xlsx
SAÚDE,ABR,,2022,LEM_2022_1.xlsx
SCFV,ABR,,2022,LEM_2022_1.xlsx
Saude mental,ABR,12.0,2022,LEM_2022_1.xlsx
Saúde Clínica,ABR,8.0,2022,LEM_2022_1.xlsx
Transferências,ABR,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,ABR,0.0,2022,LEM_2022_1.xlsx
aguardando vaga,ABR,0.0,2022,LEM_2022_1.xlsx
matriculados,ABR,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,MAI,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,MAI,13.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,MAI,51.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,MAI,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,MAI,,2022,LEM_2022_1.xlsx
Desligamentos,MAI,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),MAI,1.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,MAI,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,MAI,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,MAI,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,MAI,16.0,2022,LEM_2022_1.xlsx
Ensino EJA,MAI,,2022,LEM_2022_1.xlsx
Ensino infantil,MAI,,2022,LEM_2022_1.xlsx
Ensino regular,MAI,,2022,LEM_2022_1.xlsx
Evasão,MAI,1.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,MAI,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,MAI,0.0,2022,LEM_2022_1.xlsx
Interface com educação,MAI,1.0,2022,LEM_2022_1.xlsx
Interface com judiciário,MAI,9.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,MAI,15.0,2022,LEM_2022_1.xlsx
Interface com saúde,MAI,20.0,2022,LEM_2022_1.xlsx
Internações,MAI,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,MAI,1.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",MAI,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,MAI,15.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,MAI,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",MAI,5.0,2022,LEM_2022_1.xlsx
SAÚDE,MAI,,2022,LEM_2022_1.xlsx
SCFV,MAI,,2022,LEM_2022_1.xlsx
Saude mental,MAI,15.0,2022,LEM_2022_1.xlsx
Saúde Clínica,MAI,0.0,2022,LEM_2022_1.xlsx
Transferências,MAI,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,MAI,0.0,2022,LEM_2022_1.xlsx
aguardando vaga,MAI,0.0,2022,LEM_2022_1.xlsx
matriculados,MAI,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,JUN,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,JUN,28.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,JUN,61.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,JUN,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,JUN,,2022,LEM_2022_1.xlsx
Desligamentos,JUN,1.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JUN,0.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,JUN,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,JUN,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,JUN,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,JUN,18.0,2022,LEM_2022_1.xlsx
Ensino EJA,JUN,,2022,LEM_2022_1.xlsx
Ensino infantil,JUN,,2022,LEM_2022_1.xlsx
Ensino regular,JUN,,2022,LEM_2022_1.xlsx
Evasão,JUN,0.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,JUN,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,JUN,0.0,2022,LEM_2022_1.xlsx
Interface com educação,JUN,25.0,2022,LEM_2022_1.xlsx
Interface com judiciário,JUN,2.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,JUN,20.0,2022,LEM_2022_1.xlsx
Interface com saúde,JUN,24.0,2022,LEM_2022_1.xlsx
Internações,JUN,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,JUN,2.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JUN,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,JUN,5.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,JUN,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JUN,5.0,2022,LEM_2022_1.xlsx
SAÚDE,JUN,,2022,LEM_2022_1.xlsx
SCFV,JUN,,2022,LEM_2022_1.xlsx
Saude mental,JUN,17.0,2022,LEM_2022_1.xlsx
Saúde Clínica,JUN,14.0,2022,LEM_2022_1.xlsx
Transferências,JUN,1.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,JUN,1.0,2022,LEM_2022_1.xlsx
aguardando vaga,JUN,0.0,2022,LEM_2022_1.xlsx
matriculados,JUN,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,JUL,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,JUL,23.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,JUL,48.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,JUL,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,JUL,,2022,LEM_2022_1.xlsx
Desligamentos,JUL,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JUL,2.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,JUL,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,JUL,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,JUL,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,JUL,18.0,2022,LEM_2022_1.xlsx
Ensino EJA,JUL,,2022,LEM_2022_1.xlsx
Ensino infantil,JUL,,2022,LEM_2022_1.xlsx
Ensino regular,JUL,,2022,LEM_2022_1.xlsx
Evasão,JUL,1.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,JUL,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,JUL,0.0,2022,LEM_2022_1.xlsx
Interface com educação,JUL,10.0,2022,LEM_2022_1.xlsx
Interface com judiciário,JUL,7.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,JUL,18.0,2022,LEM_2022_1.xlsx
Interface com saúde,JUL,13.0,2022,LEM_2022_1.xlsx
Internações,JUL,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,JUL,0.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JUL,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,JUL,15.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,JUL,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JUL,3.0,2022,LEM_2022_1.xlsx
SAÚDE,JUL,,2022,LEM_2022_1.xlsx
SCFV,JUL,,2022,LEM_2022_1.xlsx
Saude mental,JUL,9.0,2022,LEM_2022_1.xlsx
Saúde Clínica,JUL,13.0,2022,LEM_2022_1.xlsx
Transferências,JUL,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,JUL,0.0,2022,LEM_2022_1.xlsx
aguardando vaga,JUL,0.0,2022,LEM_2022_1.xlsx
matriculados,JUL,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,AGO,,2022,LEM_2022_1.xlsx
Atedimento familiar,AGO,26.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,AGO,40.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,AGO,3.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,AGO,,2022,LEM_2022_1.xlsx
Desligamentos,AGO,4.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),AGO,2.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,AGO,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,AGO,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,AGO,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,AGO,15.0,2022,LEM_2022_1.xlsx
Ensino EJA,AGO,,2022,LEM_2022_1.xlsx
Ensino infantil,AGO,,2022,LEM_2022_1.xlsx
Ensino regular,AGO,,2022,LEM_2022_1.xlsx
Evasão,AGO,0.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,AGO,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,AGO,0.0,2022,LEM_2022_1.xlsx
Interface com educação,AGO,33.0,2022,LEM_2022_1.xlsx
Interface com judiciário,AGO,6.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,AGO,8.0,2022,LEM_2022_1.xlsx
Interface com saúde,AGO,,2022,LEM_2022_1.xlsx
Internações,AGO,,2022,LEM_2022_1.xlsx
Novos ingressos,AGO,1.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",AGO,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,AGO,,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,AGO,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",AGO,6.0,2022,LEM_2022_1.xlsx
SAÚDE,AGO,,2022,LEM_2022_1.xlsx
SCFV,AGO,,2022,LEM_2022_1.xlsx
Saude mental,AGO,,2022,LEM_2022_1.xlsx
Saúde Clínica,AGO,,2022,LEM_2022_1.xlsx
Transferências,AGO,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,AGO,1.0,2022,LEM_2022_1.xlsx
aguardando vaga,AGO,0.0,2022,LEM_2022_1.xlsx
matriculados,AGO,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,SET,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,SET,29.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,SET,62.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,SET,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,SET,,2022,LEM_2022_1.xlsx
Desligamentos,SET,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),SET,3.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,SET,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,SET,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,SET,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,SET,16.0,2022,LEM_2022_1.xlsx
Ensino EJA,SET,,2022,LEM_2022_1.xlsx
Ensino infantil,SET,0.0,2022,LEM_2022_1.xlsx
Ensino regular,SET,,2022,LEM_2022_1.xlsx
Evasão,SET,4.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,SET,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,SET,0.0,2022,LEM_2022_1.xlsx
Interface com educação,SET,27.0,2022,LEM_2022_1.xlsx
Interface com judiciário,SET,4.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,SET,20.0,2022,LEM_2022_1.xlsx
Interface com saúde,SET,26.0,2022,LEM_2022_1.xlsx
Internações,SET,1.0,2022,LEM_2022_1.xlsx
Novos ingressos,SET,1.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",SET,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,SET,10.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,SET,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",SET,8.0,2022,LEM_2022_1.xlsx
SAÚDE,SET,,2022,LEM_2022_1.xlsx
SCFV,SET,,2022,LEM_2022_1.xlsx
Saude mental,SET,17.0,2022,LEM_2022_1.xlsx
Saúde Clínica,SET,10.0,2022,LEM_2022_1.xlsx
Transferências,SET,1.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,SET,3.0,2022,LEM_2022_1.xlsx
aguardando vaga,SET,0.0,2022,LEM_2022_1.xlsx
matriculados,SET,2.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,OUT,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,OUT,24.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,OUT,58.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,OUT,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,OUT,,2022,LEM_2022_1.xlsx
Desligamentos,OUT,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),OUT,3.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,OUT,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,OUT,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,OUT,6.0,2022,LEM_2022_1.xlsx
Efetivos na casa,OUT,15.0,2022,LEM_2022_1.xlsx
Ensino EJA,OUT,,2022,LEM_2022_1.xlsx
Ensino infantil,OUT,,2022,LEM_2022_1.xlsx
Ensino regular,OUT,,2022,LEM_2022_1.xlsx
Evasão,OUT,3.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,OUT,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,OUT,0.0,2022,LEM_2022_1.xlsx
Interface com educação,OUT,18.0,2022,LEM_2022_1.xlsx
Interface com judiciário,OUT,6.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,OUT,12.0,2022,LEM_2022_1.xlsx
Interface com saúde,OUT,10.0,2022,LEM_2022_1.xlsx
Internações,OUT,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,OUT,1.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",OUT,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,OUT,13.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,OUT,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",OUT,9.0,2022,LEM_2022_1.xlsx
SAÚDE,OUT,,2022,LEM_2022_1.xlsx
SCFV,OUT,,2022,LEM_2022_1.xlsx
Saude mental,OUT,25.0,2022,LEM_2022_1.xlsx
Saúde Clínica,OUT,12.0,2022,LEM_2022_1.xlsx
Transferências,OUT,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,OUT,0.0,2022,LEM_2022_1.xlsx
aguardando vaga,OUT,0.0,2022,LEM_2022_1.xlsx
matriculados,OUT,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,NOV,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,NOV,35.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,NOV,63.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,NOV,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,NOV,,2022,LEM_2022_1.xlsx
Desligamentos,NOV,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),NOV,2.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,NOV,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,NOV,0.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,NOV,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,NOV,17.0,2022,LEM_2022_1.xlsx
Ensino EJA,NOV,,2022,LEM_2022_1.xlsx
Ensino infantil,NOV,,2022,LEM_2022_1.xlsx
Ensino regular,NOV,,2022,LEM_2022_1.xlsx
Evasão,NOV,4.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,NOV,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,NOV,0.0,2022,LEM_2022_1.xlsx
Interface com educação,NOV,20.0,2022,LEM_2022_1.xlsx
Interface com judiciário,NOV,10.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,NOV,17.0,2022,LEM_2022_1.xlsx
Interface com saúde,NOV,24.0,2022,LEM_2022_1.xlsx
