Category,Month,Value,Year,Source
Efetivos na casa,NOV,18.0,2023,LEM_2023.xlsx
Ensino EJA,NOV,,2023,LEM_2023.xlsx
Ensino infantil,NOV,,2023,LEM_2023.xlsx
Ensino regular,NOV,,2023,LEM_2023.xlsx
Evasão,NOV,1.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,NOV,18.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,NOV,31.0,2023,LEM_2023.xlsx
Interface com educação,NOV,31.0,2023,LEM_2023.xlsx
Interface com judiciário,NOV,9.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,NOV,15.0,2023,LEM_2023.xlsx
Interface com saúde,NOV,5.0,2023,LEM_2023.xlsx
Internações,NOV,1.0,2023,LEM_2023.xlsx
Novos ingressos,NOV,0.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",NOV,6.0,2023,LEM_2023.xlsx
PIAS / Relatórios,NOV,11.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,NOV,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",NOV,11.0,2023,LEM_2023.xlsx
SAÚDE,NOV,,2023,LEM_2023.xlsx
SCFV,NOV,,2023,LEM_2023.xlsx
Saude mental,NOV,7.0,2023,LEM_2023.xlsx
Saúde Clínica,NOV,8.0,2023,LEM_2023.xlsx
Transferências,NOV,0.0,2023,LEM_2023.xlsx
Visitas Domiciliares,NOV,5.0,2023,LEM_2023.xlsx
aguardando vaga,NOV,0.0,2023,LEM_2023.xlsx
matriculados,NOV,4.0,2023,LEM_2023.xlsx
Apadrinhamento afetivo,DEZ,2.0,2023,LEM_2023.xlsx
Atedimento familiar,DEZ,31.0,2023,LEM_2023.xlsx
Atendimentos indvidual,DEZ,62.0,2023,LEM_2023.xlsx
Colocação em família substituta,DEZ,2.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,DEZ,,2023,LEM_2023.xlsx
Desligamentos,DEZ,0.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),DEZ,5.0,2023,LEM_2023.xlsx
EDUCAÇÃO,DEZ,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,DEZ,22.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,DEZ,14.0,2023,LEM_2023.xlsx
Efetivos na casa,DEZ,13.0,2023,LEM_2023.xlsx
Ensino EJA,DEZ,,2023,LEM_2023.xlsx
Ensino infantil,DEZ,,2023,LEM_2023.xlsx
Ensino regular,DEZ,,2023,LEM_2023.xlsx
Evasão,DEZ,2.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,DEZ,13.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,DEZ,16.0,2023,LEM_2023.xlsx
Interface com educação,DEZ,16.0,2023,LEM_2023.xlsx
Interface com judiciário,DEZ,7.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,DEZ,13.0,2023,LEM_2023.xlsx
Interface com saúde,DEZ,14.0,2023,LEM_2023.xlsx
Internações,DEZ,0.0,2023,LEM_2023.xlsx
Novos ingressos,DEZ,0.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",DEZ,,2023,LEM_2023.xlsx
PIAS / Relatórios,DEZ,18.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,DEZ,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",DEZ,3.0,2023,LEM_2023.xlsx
SAÚDE,DEZ,,2023,LEM_2023.xlsx
SCFV,DEZ,,2023,LEM_2023.xlsx
Saude mental,DEZ,18.0,2023,LEM_2023.xlsx
Saúde Clínica,DEZ,22.0,2023,LEM_2023.xlsx
Transferências,DEZ,0.0,2023,LEM_2023.xlsx
Visitas Domiciliares,DEZ,2.0,2023,LEM_2023.xlsx
aguardando vaga,DEZ,,2023,LEM_2023.xlsx
matriculados,DEZ,,2023,LEM_2023.xlsx
Apadrinhamento afetivo,JAN,3.0,2024,LEM_2024_1.xlsx
Atedimento familiar,JAN,47.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,JAN,62.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,JAN,3.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,JAN,,2024,LEM_2024_1.xlsx
Desligamentos,JAN,3.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JAN,3.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,JAN,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,JAN,7.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,JAN,3.0,2024,LEM_2024_1.xlsx
Efetivos na casa,JAN,20.0,2024,LEM_2024_1.xlsx
Ensino EJA,JAN,,2024,LEM_2024_1.xlsx
Ensino infantil,JAN,,2024,LEM_2024_1.xlsx
Ensino regular,JAN,,2024,LEM_2024_1.xlsx
Evasão,JAN,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,JAN,7.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,JAN,2.0,2024,LEM_2024_1.xlsx
Interface com educação,JAN,21.0,2024,LEM_2024_1.xlsx
Interface com judiciário,JAN,3.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,JAN,24.0,2024,LEM_2024_1.xlsx
Interface com saúde,JAN,7.0,2024,LEM_2024_1.xlsx
Internações,JAN,3.0,2024,LEM_2024_1.xlsx
Novos ingressos,JAN,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JAN,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,JAN,20.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,JAN,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JAN,5.0,2024,LEM_2024_1.xlsx
SAÚDE,JAN,,2024,LEM_2024_1.xlsx
SCFV,JAN,,2024,LEM_2024_1.xlsx
Saude mental,JAN,39.0,2024,LEM_2024_1.xlsx
Saúde Clínica,JAN,20.0,2024,LEM_2024_1.xlsx
Transferências,JAN,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,JAN,1.0,2024,LEM_2024_1.xlsx
aguardando vaga,JAN,0.0,2024,LEM_2024_1.xlsx
matriculados,JAN,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,FEV,4.0,2024,LEM_2024_1.xlsx
Atedimento familiar,FEV,42.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,FEV,58.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,FEV,3.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,FEV,,2024,LEM_2024_1.xlsx
Desligamentos,FEV,3.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),FEV,2.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,FEV,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,FEV,12.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,FEV,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,FEV,20.0,2024,LEM_2024_1.xlsx
Ensino EJA,FEV,,2024,LEM_2024_1.xlsx
Ensino infantil,FEV,,2024,LEM_2024_1.xlsx
Ensino regular,FEV,,2024,LEM_2024_1.xlsx
Evasão,FEV,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,FEV,13.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,FEV,2.0,2024,LEM_2024_1.xlsx
Interface com educação,FEV,6.0,2024,LEM_2024_1.xlsx
Interface com judiciário,FEV,3.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,FEV,21.0,2024,LEM_2024_1.xlsx
Interface com saúde,FEV,14.0,2024,LEM_2024_1.xlsx
Internações,FEV,2.0,2024,LEM_2024_1.xlsx
Novos ingressos,FEV,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",FEV,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,FEV,19.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,FEV,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",FEV,5.0,2024,LEM_2024_1.xlsx
SAÚDE,FEV,,2024,LEM_2024_1.xlsx
SCFV,FEV,,2024,LEM_2024_1.xlsx
Saude mental,FEV,37.0,2024,LEM_2024_1.xlsx
Saúde Clínica,FEV,0.0,2024,LEM_2024_1.xlsx
Transferências,FEV,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,FEV,0.0,2024,LEM_2024_1.xlsx
aguardando vaga,FEV,0.0,2024,LEM_2024_1.xlsx
matriculados,FEV,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,MAR,5.0,2024,LEM_2024_1.xlsx
Atedimento familiar,MAR,50.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,MAR,65.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,MAR,5.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,MAR,,2024,LEM_2024_1.xlsx
Desligamentos,MAR,5.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),MAR,0.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,MAR,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,MAR,13.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,MAR,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,MAR,20.0,2024,LEM_2024_1.xlsx
Ensino EJA,MAR,,2024,LEM_2024_1.xlsx
Ensino infantil,MAR,,2024,LEM_2024_1.xlsx
Ensino regular,MAR,,2024,LEM_2024_1.xlsx
Evasão,MAR,10.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,MAR,10.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,MAR,0.0,2024,LEM_2024_1.xlsx
Interface com educação,MAR,10.0,2024,LEM_2024_1.xlsx
Interface com judiciário,MAR,5.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,MAR,15.0,2024,LEM_2024_1.xlsx
Interface com saúde,MAR,12.0,2024,LEM_2024_1.xlsx
Internações,MAR,0.0,2024,LEM_2024_1.xlsx
Novos ingressos,MAR,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",MAR,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,MAR,7.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,MAR,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",MAR,12.0,2024,LEM_2024_1.xlsx
SAÚDE,MAR,,2024,LEM_2024_1.xlsx
SCFV,MAR,,2024,LEM_2024_1.xlsx
Saude mental,MAR,33.0,2024,LEM_2024_1.xlsx
Saúde Clínica,MAR,10.0,2024,LEM_2024_1.xlsx
Transferências,MAR,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,MAR,0.0,2024,LEM_2024_1.xlsx
aguardando vaga,MAR,0.0,2024,LEM_2024_1.xlsx
matriculados,MAR,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,ABR,4.0,2024,LEM_2024_1.xlsx
Atedimento familiar,ABR,52.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,ABR,78.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,ABR,4.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,ABR,,2024,LEM_2024_1.xlsx
Desligamentos,ABR,4.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),ABR,1.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,ABR,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,ABR,15.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,ABR,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,ABR,19.0,2024,LEM_2024_1.xlsx
Ensino EJA,ABR,,2024,LEM_2024_1.xlsx
Ensino infantil,ABR,,2024,LEM_2024_1.xlsx
Ensino regular,ABR,,2024,LEM_2024_1.xlsx
Evasão,ABR,2.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,ABR,15.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,ABR,0.0,2024,LEM_2024_1.xlsx
Interface com educação,ABR,8.0,2024,LEM_2024_1.xlsx
Interface com judiciário,ABR,4.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,ABR,19.0,2024,LEM_2024_1.xlsx
Interface com saúde,ABR,15.0,2024,LEM_2024_1.xlsx
Internações,ABR,1.0,2024,LEM_2024_1.xlsx
Novos ingressos,ABR,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",ABR,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,ABR,20.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,ABR,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",ABR,10.0,2024,LEM_2024_1.xlsx
SAÚDE,ABR,,2024,LEM_2024_1.xlsx
SCFV,ABR,,2024,LEM_2024_1.xlsx
Saude mental,ABR,39.0,2024,LEM_2024_1.xlsx
Saúde Clínica,ABR,15.0,2024,LEM_2024_1.xlsx
Transferências,ABR,1.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,ABR,1.0,2024,LEM_2024_1.xlsx
aguardando vaga,ABR,0.0,2024,LEM_2024_1.xlsx
matriculados,ABR,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,MAI,7.0,2024,LEM_2024_1.xlsx
Atedimento familiar,MAI,33.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,MAI,50.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,MAI,3.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,MAI,,2024,LEM_2024_1.xlsx
Desligamentos,MAI,3.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),MAI,1.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,MAI,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,MAI,6.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,MAI,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,MAI,18.0,2024,LEM_2024_1.xlsx
Ensino EJA,MAI,,2024,LEM_2024_1.xlsx
Ensino infantil,MAI,,2024,LEM_2024_1.xlsx
Ensino regular,MAI,,2024,LEM_2024_1.xlsx
Evasão,MAI,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,MAI,6.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,MAI,0.0,2024,LEM_2024_1.xlsx
Interface com educação,MAI,7.0,2024,LEM_2024_1.xlsx
Interface com judiciário,MAI,3.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,MAI,25.0,2024,LEM_2024_1.xlsx
Interface com saúde,MAI,11.0,2024,LEM_2024_1.xlsx
Internações,MAI,1.0,2024,LEM_2024_1.xlsx
Novos ingressos,MAI,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",MAI,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,MAI,7.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,MAI,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",MAI,9.0,2024,LEM_2024_1.xlsx
SAÚDE,MAI,,2024,LEM_2024_1.xlsx
SCFV,MAI,,2024,LEM_2024_1.xlsx
Saude mental,MAI,23.0,2024,LEM_2024_1.xlsx
Saúde Clínica,MAI,17.0,2024,LEM_2024_1.xlsx
Transferências,MAI,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,MAI,0.0,2024,LEM_2024_1.xlsx
aguardando vaga,MAI,0.0,2024,LEM_2024_1.xlsx
matriculados,MAI,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,JUN,2.0,2024,LEM_2024_1.xlsx
Atedimento familiar,JUN,49.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,JUN,57.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,JUN,2.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,JUN,,2024,LEM_2024_1.xlsx
Desligamentos,JUN,2.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JUN,0.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,JUN,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,JUN,7.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,JUN,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,JUN,17.0,2024,LEM_2024_1.xlsx
Ensino EJA,JUN,,2024,LEM_2024_1.xlsx
Ensino infantil,JUN,,2024,LEM_2024_1.xlsx
Ensino regular,JUN,,2024,LEM_2024_1.xlsx
Evasão,JUN,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,JUN,9.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,JUN,0.0,2024,LEM_2024_1.xlsx
Interface com educação,JUN,4.0,2024,LEM_2024_1.xlsx
Interface com judiciário,JUN,2.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,JUN,18.0,2024,LEM_2024_1.xlsx
Interface com saúde,JUN,9.0,2024,LEM_2024_1.xlsx
Internações,JUN,0.0,2024,LEM_2024_1.xlsx
Novos ingressos,JUN,1.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JUN,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,JUN,8.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,JUN,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JUN,12.0,2024,LEM_2024_1.xlsx
SAÚDE,JUN,,2024,LEM_2024_1.xlsx
SCFV,JUN,,2024,LEM_2024_1.xlsx
Saude mental,JUN,25.0,2024,LEM_2024_1.xlsx
Saúde Clínica,JUN,20.0,2024,LEM_2024_1.xlsx
Transferências,JUN,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,JUN,1.0,2024,LEM_2024_1.xlsx
aguardando vaga,JUN,0.0,2024,LEM_2024_1.xlsx
matriculados,JUN,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,JUL,4.0,2024,LEM_2024_1.xlsx
Atedimento familiar,JUL,51.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,JUL,60.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,JUL,4.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,JUL,,2024,LEM_2024_1.xlsx
Desligamentos,JUL,4.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JUL,0.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,JUL,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,JUL,8.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,JUL,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,JUL,18.0,2024,LEM_2024_1.xlsx
Ensino EJA,JUL,,2024,LEM_2024_1.xlsx
Ensino infantil,JUL,,2024,LEM_2024_1.xlsx
Ensino regular,JUL,,2024,LEM_2024_1.xlsx
Evasão,JUL,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,JUL,5.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,JUL,0.0,2024,LEM_2024_1.xlsx
Interface com educação,JUL,5.0,2024,LEM_2024_1.xlsx
Interface com judiciário,JUL,4.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,JUL,22.0,2024,LEM_2024_1.xlsx
Interface com saúde,JUL,10.0,2024,LEM_2024_1.xlsx
Internações,JUL,0.0,2024,LEM_2024_1.xlsx
Novos ingressos,JUL,4.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JUL,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,JUL,6.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,JUL,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JUL,9.0,2024,LEM_2024_1.xlsx
SAÚDE,JUL,,2024,LEM_2024_1.xlsx
SCFV,JUL,,2024,LEM_2024_1.xlsx
Saude mental,JUL,35.0,2024,LEM_2024_1.xlsx
Saúde Clínica,JUL,24.0,2024,LEM_2024_1.xlsx
Transferências,JUL,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,JUL,0.0,2024,LEM_2024_1.xlsx
aguardando vaga,JUL,0.0,2024,LEM_2024_1.xlsx
matriculados,JUL,3.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,AGO,7.0,2024,LEM_2024_1.xlsx
Atedimento familiar,AGO,56.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,AGO,69.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,AGO,7.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,AGO,,2024,LEM_2024_1.xlsx
Desligamentos,AGO,7.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),AGO,5.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,AGO,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,AGO,10.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,AGO,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,AGO,18.0,2024,LEM_2024_1.xlsx
Ensino EJA,AGO,,2024,LEM_2024_1.xlsx
Ensino infantil,AGO,,2024,LEM_2024_1.xlsx
Ensino regular,AGO,,2024,LEM_2024_1.xlsx
Evasão,AGO,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,AGO,9.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,AGO,0.0,2024,LEM_2024_1.xlsx
Interface com educação,AGO,11.0,2024,LEM_2024_1.xlsx
Interface com judiciário,AGO,7.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,AGO,15.0,2024,LEM_2024_1.xlsx
Interface com saúde,AGO,9.0,2024,LEM_2024_1.xlsx
Internações,AGO,5.0,2024,LEM_2024_1.xlsx
Novos ingressos,AGO,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",AGO,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,AGO,10.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,AGO,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",AGO,11.0,2024,LEM_2024_1.xlsx
SAÚDE,AGO,,2024,LEM_2024_1.xlsx
SCFV,AGO,,2024,LEM_2024_1.xlsx
Saude mental,AGO,29.0,2024,LEM_2024_1.xlsx
Saúde Clínica,AGO,28.0,2024,LEM_2024_1.xlsx
Transferências,AGO,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,AGO,3.0,2024,LEM_2024_1.xlsx
aguardando vaga,AGO,0.0,2024,LEM_2024_1.xlsx
matriculados,AGO,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,SET,6.0,2024,LEM_2024_1.xlsx
Atedimento familiar,SET,45.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,SET,75.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,SET,6.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,SET,,2024,LEM_2024_1.xlsx
Desligamentos,SET,6.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),SET,5.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,SET,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,SET,8.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,SET,1.0,2024,LEM_2024_1.xlsx
Efetivos na casa,SET,18.0,2024,LEM_2024_1.xlsx
Ensino EJA,SET,,2024,LEM_2024_1.xlsx
Ensino infantil,SET,,2024,LEM_2024_1.xlsx
Ensino regular,SET,,2024,LEM_2024_1.xlsx
Evasão,SET,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,SET,8.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,SET,0.0,2024,LEM_2024_1.xlsx
Interface com educação,SET,23.0,2024,LEM_2024_1.xlsx
Interface com judiciário,SET,6.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,SET,18.0,2024,LEM_2024_1.xlsx
Interface com saúde,SET,12.0,2024,LEM_2024_1.xlsx
Internações,SET,5.0,2024,LEM_2024_1.xlsx
Novos ingressos,SET,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",SET,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,SET,6.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,SET,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",SET,12.0,2024,LEM_2024_1.xlsx
SAÚDE,SET,,2024,LEM_2024_1.xlsx
SCFV,SET,,2024,LEM_2024_1.xlsx
Saude mental,SET,18.0,2024,LEM_2024_1.xlsx
Saúde Clínica,SET,19.0,2024,LEM_2024_1.xlsx
Transferências,SET,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,SET,0.0,2024,LEM_2024_1.xlsx
aguardando vaga,SET,0.0,2024,LEM_2024_1.xlsx
matriculados,SET,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,OUT,4.0,2024,LEM_2024_1.xlsx
Atedimento familiar,OUT,7.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,OUT,26.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,OUT,4.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,OUT,,2024,LEM_2024_1.xlsx
Desligamentos,OUT,4.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),OUT,0.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,OUT,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,OUT,7.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,OUT,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,OUT,17.0,2024,LEM_2024_1.xlsx
Ensino EJA,OUT,,2024,LEM_2024_1.xlsx
Ensino infantil,OUT,,2024,LEM_2024_1.xlsx
Ensino regular,OUT,,2024,LEM_2024_1.xlsx
Evasão,OUT,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,OUT,6.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,OUT,0.0,2024,LEM_2024_1.xlsx
